UNIPROT	PATH	PATHNAME
Q8CHT0	mmu00330	Arginine and proline metabolism
Q8CHT0	mmu00250	Alanine, aspartate and glutamate metabolism
Q8CHT1	mmu04360	Axon guidance
Q8CHU3	mmu04144	Endocytosis
Q8CHW4	mmu05168	Herpes simplex virus 1 infection
Q8CHW5	mmu04814	Motor proteins
Q8CHX6	mmu04141	Protein processing in endoplasmic reticulum
Q8CHY6	mmu03082	ATP-dependent chromatin remodeling
Q8CI11	mmu03008	Ribosome biogenesis in eukaryotes
Q8CI15	mmu04371	Apelin signaling pathway
Q8CI15	mmu04072	Phospholipase D signaling pathway
Q8CI15	mmu04370	VEGF signaling pathway
Q8CI15	mmu04071	Sphingolipid signaling pathway
Q8CI15	mmu00600	Sphingolipid metabolism
Q8CI15	mmu04148	Efferocytosis
Q8CI15	mmu04020	Calcium signaling pathway
Q8CI15	mmu04666	Fc gamma R-mediated phagocytosis
Q8CI15	mmu01100	Metabolic pathways
Q8CI15	mmu05152	Tuberculosis
Q8CI19	mmu05231	Choline metabolism in cancer
Q8CI19	mmu04010	MAPK signaling pathway
Q8CI19	mmu04015	Rap1 signaling pathway
Q8CI19	mmu04072	Phospholipase D signaling pathway
Q8CI19	mmu04510	Focal adhesion
Q8CI19	mmu04810	Regulation of actin cytoskeleton
Q8CI19	mmu04540	Gap junction
Q8CI19	mmu04014	Ras signaling pathway
Q8CI19	mmu05215	Prostate cancer
Q8CI19	mmu04020	Calcium signaling pathway
Q8CI19	mmu04151	PI3K-Akt signaling pathway
Q8CI19	mmu01521	EGFR tyrosine kinase inhibitor resistance
Q8CI19	mmu05218	Melanoma
Q8CI43	mmu04921	Oxytocin signaling pathway
Q8CI43	mmu04270	Vascular smooth muscle contraction
Q8CI43	mmu04814	Motor proteins
Q8CI43	mmu04530	Tight junction
Q8CI51	mmu04820	Cytoskeleton in muscle cells
Q8CI59	mmu04216	Ferroptosis
Q8CI59	mmu04115	p53 signaling pathway
Q8CI61	mmu04668	TNF signaling pathway
Q8CI85	mmu01100	Metabolic pathways
Q8CI85	mmu00910	Nitrogen metabolism
Q8CI94	mmu01100	Metabolic pathways
Q8CI94	mmu04217	Necroptosis
Q8CI94	mmu00500	Starch and sucrose metabolism
Q8CI94	mmu04922	Glucagon signaling pathway
Q8CI94	mmu04931	Insulin resistance
Q8CI94	mmu04910	Insulin signaling pathway
Q8CIB9	mmu04110	Cell cycle
Q8CIC2	mmu03013	Nucleocytoplasmic transport
Q8CIF4	mmu04977	Vitamin digestion and absorption
Q8CIF4	mmu01100	Metabolic pathways
Q8CIF4	mmu00780	Biotin metabolism
Q8CIH5	mmu04625	C-type lectin receptor signaling pathway
Q8CIH5	mmu05171	Coronavirus disease - COVID-19
Q8CIH5	mmu05214	Glioma
Q8CIH5	mmu04650	Natural killer cell mediated cytotoxicity
Q8CIH5	mmu04020	Calcium signaling pathway
Q8CIH5	mmu04919	Thyroid hormone signaling pathway
Q8CIH5	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q8CIH5	mmu04613	Neutrophil extracellular trap formation
Q8CIH5	mmu04380	Osteoclast differentiation
Q8CIH5	mmu04066	HIF-1 signaling pathway
Q8CIH5	mmu05167	Kaposi sarcoma-associated herpesvirus infection
Q8CIH5	mmu04070	Phosphatidylinositol signaling system
Q8CIH5	mmu05169	Epstein-Barr virus infection
Q8CIH5	mmu05223	Non-small cell lung cancer
Q8CIH5	mmu04666	Fc gamma R-mediated phagocytosis
Q8CIH5	mmu04072	Phospholipase D signaling pathway
Q8CIH5	mmu04014	Ras signaling pathway
Q8CIH5	mmu04722	Neurotrophin signaling pathway
Q8CIH5	mmu04935	Growth hormone synthesis, secretion and action
Q8CIH5	mmu05200	Pathways in cancer
Q8CIH5	mmu05205	Proteoglycans in cancer
Q8CIH5	mmu00562	Inositol phosphate metabolism
Q8CIH5	mmu04664	Fc epsilon RI signaling pathway
Q8CIH5	mmu04370	VEGF signaling pathway
Q8CIH5	mmu01100	Metabolic pathways
Q8CIH5	mmu05225	Hepatocellular carcinoma
Q8CIH5	mmu04064	NF-kappa B signaling pathway
Q8CIH5	mmu05206	MicroRNAs in cancer
Q8CIH5	mmu05170	Human immunodeficiency virus 1 infection
Q8CIH5	mmu01521	EGFR tyrosine kinase inhibitor resistance
Q8CIH5	mmu04062	Chemokine signaling pathway
Q8CIH5	mmu04670	Leukocyte transendothelial migration
Q8CIH5	mmu04012	ErbB signaling pathway
Q8CIH5	mmu04360	Axon guidance
Q8CIH5	mmu04611	Platelet activation
Q8CIH5	mmu04662	B cell receptor signaling pathway
Q8CIH5	mmu04750	Inflammatory mediator regulation of TRP channels
Q8CIH9	mmu00230	Purine metabolism
Q8CIH9	mmu00250	Alanine, aspartate and glutamate metabolism
Q8CIH9	mmu01100	Metabolic pathways
Q8CII9	mmu04630	JAK-STAT signaling pathway
Q8CII9	mmu04060	Cytokine-cytokine receptor interaction
Q8CIM7	mmu00140	Steroid hormone biosynthesis
Q8CIM7	mmu04726	Serotonergic synapse
Q8CIN4	mmu04660	T cell receptor signaling pathway
Q8CIN4	mmu04010	MAPK signaling pathway
Q8CIN4	mmu04360	Axon guidance
Q8CIN4	mmu05170	Human immunodeficiency virus 1 infection
Q8CIN4	mmu04014	Ras signaling pathway
Q8CIN4	mmu04510	Focal adhesion
Q8CIN4	mmu05211	Renal cell carcinoma
Q8CIN4	mmu04810	Regulation of actin cytoskeleton
Q8CIN4	mmu04012	ErbB signaling pathway
Q8CIR4	mmu04978	Mineral absorption
Q8CIS0	mmu04064	NF-kappa B signaling pathway
Q8CIS0	mmu04660	T cell receptor signaling pathway
Q8CIS0	mmu04662	B cell receptor signaling pathway
Q8CIT0	mmu05034	Alcoholism
Q8CIT0	mmu04934	Cushing syndrome
Q8CIT0	mmu04024	cAMP signaling pathway
Q8CIT0	mmu04730	Long-term depression
Q8CIT0	mmu04080	Neuroactive ligand-receptor interaction
Q8CIW5	mmu05017	Spinocerebellar ataxia
Q8CIW6	mmu04978	Mineral absorption
Q8CIW6	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8CIZ8	mmu05171	Coronavirus disease - COVID-19
Q8CIZ8	mmu04151	PI3K-Akt signaling pathway
Q8CIZ8	mmu04512	ECM-receptor interaction
Q8CIZ8	mmu04610	Complement and coagulation cascades
Q8CIZ8	mmu04510	Focal adhesion
Q8CIZ8	mmu04611	Platelet activation
Q8CIZ8	mmu04613	Neutrophil extracellular trap formation
Q8CIZ8	mmu05165	Human papillomavirus infection
Q8CIZ9	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8CIZ9	mmu05010	Alzheimer disease
Q8CIZ9	mmu05418	Fluid shear stress and atherosclerosis
Q8CIZ9	mmu05417	Lipid and atherosclerosis
Q8CIZ9	mmu05022	Pathways of neurodegeneration - multiple diseases
Q8CIZ9	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q8CIZ9	mmu04380	Osteoclast differentiation
Q8CJ53	mmu04910	Insulin signaling pathway
Q8CJ70	mmu04060	Cytokine-cytokine receptor interaction
Q8CJ70	mmu04630	JAK-STAT signaling pathway
Q8CJ70	mmu04061	Viral protein interaction with cytokine and cytokine receptor
Q8CJ91	mmu03265	Virion - Ebolavirus, Lyssavirus and Morbillivirus
Q8CJ91	mmu04625	C-type lectin receptor signaling pathway
Q8CJ91	mmu03264	Virion - Flavivirus
Q8CJ91	mmu03260	Virion - Human immunodeficiency virus
Q8CJ91	mmu04145	Phagosome
Q8CJ91	mmu05152	Tuberculosis
Q8CJ91	mmu05162	Measles
Q8CJF7	mmu03013	Nucleocytoplasmic transport
Q8CJH3	mmu04360	Axon guidance
Q8JZK9	mmu01100	Metabolic pathways
Q8JZK9	mmu00650	Butanoate metabolism
Q8JZK9	mmu00900	Terpenoid backbone biosynthesis
Q8JZK9	mmu03320	PPAR signaling pathway
Q8JZK9	mmu00280	Valine, leucine and isoleucine degradation
Q8JZL2	mmu04080	Neuroactive ligand-receptor interaction
Q8JZL3	mmu01100	Metabolic pathways
Q8JZL3	mmu00730	Thiamine metabolism
Q8JZN3	mmu04725	Cholinergic synapse
Q8JZN3	mmu04921	Oxytocin signaling pathway
Q8JZN7	mmu04137	Mitophagy - animal
Q8JZQ2	mmu05017	Spinocerebellar ataxia
Q8JZR0	mmu03320	PPAR signaling pathway
Q8JZR0	mmu00071	Fatty acid degradation
Q8JZR0	mmu04714	Thermogenesis
Q8JZR0	mmu01212	Fatty acid metabolism
Q8JZR0	mmu04216	Ferroptosis
Q8JZR0	mmu01100	Metabolic pathways
Q8JZR0	mmu00061	Fatty acid biosynthesis
Q8JZR0	mmu04920	Adipocytokine signaling pathway
Q8JZR0	mmu04146	Peroxisome
Q8JZR4	mmu04721	Synaptic vesicle cycle
Q8JZR4	mmu04724	Glutamatergic synapse
Q8JZS7	mmu00280	Valine, leucine and isoleucine degradation
Q8JZS7	mmu00650	Butanoate metabolism
Q8JZS7	mmu04146	Peroxisome
Q8JZS7	mmu01100	Metabolic pathways
Q8JZU0	mmu01100	Metabolic pathways
Q8JZU0	mmu04146	Peroxisome
Q8JZU0	mmu00760	Nicotinate and nicotinamide metabolism
Q8JZV7	mmu01100	Metabolic pathways
Q8JZV7	mmu00520	Amino sugar and nucleotide sugar metabolism
Q8JZX4	mmu03040	Spliceosome
Q8K004	mmu04217	Necroptosis
Q8K009	mmu01100	Metabolic pathways
Q8K009	mmu00670	One carbon pool by folate
Q8K010	mmu01100	Metabolic pathways
Q8K010	mmu00480	Glutathione metabolism
Q8K023	mmu00140	Steroid hormone biosynthesis
Q8K023	mmu01100	Metabolic pathways
Q8K025	mmu05224	Breast cancer
Q8K025	mmu05200	Pathways in cancer
Q8K025	mmu04310	Wnt signaling pathway
Q8K025	mmu05226	Gastric cancer
Q8K025	mmu05225	Hepatocellular carcinoma
Q8K025	mmu05022	Pathways of neurodegeneration - multiple diseases
Q8K025	mmu05010	Alzheimer disease
Q8K045	mmu04151	PI3K-Akt signaling pathway
Q8K0B2	mmu04980	Cobalamin transport and metabolism
Q8K0B2	mmu04977	Vitamin digestion and absorption
Q8K0C1	mmu03013	Nucleocytoplasmic transport
Q8K0C4	mmu00100	Steroid biosynthesis
Q8K0C4	mmu01100	Metabolic pathways
Q8K0C8	mmu04714	Thermogenesis
Q8K0C9	mmu00051	Fructose and mannose metabolism
Q8K0C9	mmu01100	Metabolic pathways
Q8K0C9	mmu00520	Amino sugar and nucleotide sugar metabolism
Q8K0C9	mmu01250	Biosynthesis of nucleotide sugars
Q8K0D7	mmu03060	Protein export
Q8K0E8	mmu05171	Coronavirus disease - COVID-19
Q8K0E8	mmu04611	Platelet activation
Q8K0E8	mmu04613	Neutrophil extracellular trap formation
Q8K0E8	mmu04610	Complement and coagulation cascades
Q8K0H5	mmu03022	Basal transcription factors
Q8K0H7	mmu05206	MicroRNAs in cancer
Q8K0H7	mmu05202	Transcriptional misregulation in cancer
Q8K0J2	mmu00533	Glycosaminoglycan biosynthesis - keratan sulfate
Q8K0L2	mmu05169	Epstein-Barr virus infection
Q8K0L2	mmu00240	Pyrimidine metabolism
Q8K0L2	mmu01100	Metabolic pathways
Q8K0L2	mmu01232	Nucleotide metabolism
Q8K0L2	mmu00230	Purine metabolism
Q8K0L3	mmu00650	Butanoate metabolism
Q8K0L3	mmu01100	Metabolic pathways
Q8K0T2	mmu05132	Salmonella infection
Q8K0T2	mmu04814	Motor proteins
Q8K0T2	mmu04962	Vasopressin-regulated water reabsorption
Q8K0T7	mmu04721	Synaptic vesicle cycle
Q8K0V4	mmu03018	RNA degradation
Q8K0X8	mmu03250	Viral life cycle - HIV-1
Q8K0Y2	mmu04915	Estrogen signaling pathway
Q8K0Y2	mmu05150	Staphylococcus aureus infection
Q8K120	mmu05161	Hepatitis B
Q8K120	mmu05167	Kaposi sarcoma-associated herpesvirus infection
Q8K120	mmu04360	Axon guidance
Q8K120	mmu04022	cGMP-PKG signaling pathway
Q8K120	mmu05170	Human immunodeficiency virus 1 infection
Q8K120	mmu04921	Oxytocin signaling pathway
Q8K120	mmu05166	Human T-cell leukemia virus 1 infection
Q8K120	mmu05163	Human cytomegalovirus infection
Q8K120	mmu04218	Cellular senescence
Q8K120	mmu04020	Calcium signaling pathway
Q8K120	mmu04310	Wnt signaling pathway
Q8K120	mmu04625	C-type lectin receptor signaling pathway
Q8K120	mmu04148	Efferocytosis
Q8K157	mmu01100	Metabolic pathways
Q8K157	mmu00010	Glycolysis / Gluconeogenesis
Q8K157	mmu00052	Galactose metabolism
Q8K182	mmu05020	Prion disease
Q8K182	mmu04810	Regulation of actin cytoskeleton
Q8K182	mmu05171	Coronavirus disease - COVID-19
Q8K182	mmu04610	Complement and coagulation cascades
Q8K182	mmu05146	Amoebiasis
Q8K182	mmu05322	Systemic lupus erythematosus
Q8K183	mmu01240	Biosynthesis of cofactors
Q8K183	mmu01100	Metabolic pathways
Q8K183	mmu00750	Vitamin B6 metabolism
Q8K194	mmu03040	Spliceosome
Q8K1B8	mmu04611	Platelet activation
Q8K1B9	mmu01100	Metabolic pathways
Q8K1B9	mmu00514	Other types of O-glycan biosynthesis
Q8K1B9	mmu00512	Mucin type O-glycan biosynthesis
Q8K1E0	mmu04130	SNARE interactions in vesicular transport
Q8K1G2	mmu04340	Hedgehog signaling pathway
Q8K1I7	mmu04144	Endocytosis
Q8K1I7	mmu05135	Yersinia infection
Q8K1L0	mmu04211	Longevity regulating pathway
Q8K1L0	mmu05166	Human T-cell leukemia virus 1 infection
Q8K1L0	mmu04935	Growth hormone synthesis, secretion and action
Q8K1L0	mmu05203	Viral carcinogenesis
Q8K1L0	mmu04151	PI3K-Akt signaling pathway
Q8K1L0	mmu04922	Glucagon signaling pathway
Q8K1L0	mmu05207	Chemical carcinogenesis - receptor activation
Q8K1L0	mmu04926	Relaxin signaling pathway
Q8K1L0	mmu04928	Parathyroid hormone synthesis, secretion and action
Q8K1L0	mmu04725	Cholinergic synapse
Q8K1L0	mmu05020	Prion disease
Q8K1L0	mmu04261	Adrenergic signaling in cardiomyocytes
Q8K1L0	mmu04927	Cortisol synthesis and secretion
Q8K1L0	mmu04915	Estrogen signaling pathway
Q8K1L0	mmu04022	cGMP-PKG signaling pathway
Q8K1L0	mmu05165	Human papillomavirus infection
Q8K1L0	mmu04931	Insulin resistance
Q8K1L0	mmu05030	Cocaine addiction
Q8K1L0	mmu05163	Human cytomegalovirus infection
Q8K1L0	mmu05016	Huntington disease
Q8K1L0	mmu04668	TNF signaling pathway
Q8K1L0	mmu04925	Aldosterone synthesis and secretion
Q8K1L0	mmu04152	AMPK signaling pathway
Q8K1L0	mmu04024	cAMP signaling pathway
Q8K1L0	mmu04911	Insulin secretion
Q8K1L0	mmu05034	Alcoholism
Q8K1L0	mmu04962	Vasopressin-regulated water reabsorption
Q8K1L0	mmu04918	Thyroid hormone synthesis
Q8K1L0	mmu05161	Hepatitis B
Q8K1L0	mmu05031	Amphetamine addiction
Q8K1L0	mmu04728	Dopaminergic synapse
Q8K1L0	mmu04934	Cushing syndrome
Q8K1L0	mmu04714	Thermogenesis
Q8K1L0	mmu05215	Prostate cancer
Q8K1M6	mmu04217	Necroptosis
Q8K1M6	mmu04621	NOD-like receptor signaling pathway
Q8K1M6	mmu04668	TNF signaling pathway
Q8K1R3	mmu03018	RNA degradation
Q8K1S2	mmu04360	Axon guidance
Q8K1S3	mmu04360	Axon guidance
Q8K1S4	mmu04360	Axon guidance
Q8K1X4	mmu04810	Regulation of actin cytoskeleton
Q8K1X4	mmu05132	Salmonella infection
Q8K1Y2	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8K1Y2	mmu04925	Aldosterone synthesis and secretion
Q8K1Y2	mmu04015	Rap1 signaling pathway
Q8K202	mmu03020	RNA polymerase
Q8K203	mmu03410	Base excision repair
Q8K211	mmu04978	Mineral absorption
Q8K211	mmu01524	Platinum drug resistance
Q8K214	mmu03083	Polycomb repressive complex
Q8K224	mmu03008	Ribosome biogenesis in eukaryotes
Q8K245	mmu04140	Autophagy - animal
Q8K297	mmu00514	Other types of O-glycan biosynthesis
Q8K297	mmu01100	Metabolic pathways
Q8K297	mmu00310	Lysine degradation
Q8K2A1	mmu04148	Efferocytosis
Q8K2A8	mmu01100	Metabolic pathways
Q8K2A8	mmu00510	N-Glycan biosynthesis
Q8K2A8	mmu00513	Various types of N-glycan biosynthesis
Q8K2B3	mmu05010	Alzheimer disease
Q8K2B3	mmu05016	Huntington disease
Q8K2B3	mmu04714	Thermogenesis
Q8K2B3	mmu01200	Carbon metabolism
Q8K2B3	mmu05014	Amyotrophic lateral sclerosis
Q8K2B3	mmu05415	Diabetic cardiomyopathy
Q8K2B3	mmu00190	Oxidative phosphorylation
Q8K2B3	mmu05012	Parkinson disease
Q8K2B3	mmu01100	Metabolic pathways
Q8K2B3	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8K2B3	mmu04932	Non-alcoholic fatty liver disease
Q8K2B3	mmu05022	Pathways of neurodegeneration - multiple diseases
Q8K2B3	mmu00020	Citrate cycle (TCA cycle)
Q8K2B3	mmu05020	Prion disease
Q8K2C6	mmu00760	Nicotinate and nicotinamide metabolism
Q8K2C6	mmu01100	Metabolic pathways
Q8K2C7	mmu04141	Protein processing in endoplasmic reticulum
Q8K2C8	mmu00564	Glycerophospholipid metabolism
Q8K2C8	mmu00561	Glycerolipid metabolism
Q8K2C8	mmu01100	Metabolic pathways
Q8K2C9	mmu00062	Fatty acid elongation
Q8K2C9	mmu01040	Biosynthesis of unsaturated fatty acids
Q8K2C9	mmu01212	Fatty acid metabolism
Q8K2C9	mmu01100	Metabolic pathways
Q8K2D3	mmu03018	RNA degradation
Q8K2D6	mmu00240	Pyrimidine metabolism
Q8K2D6	mmu01100	Metabolic pathways
Q8K2D6	mmu01232	Nucleotide metabolism
Q8K2F3	mmu04068	FoxO signaling pathway
Q8K2H4	mmu04144	Endocytosis
Q8K2H6	mmu04114	Oocyte meiosis
Q8K2H6	mmu05166	Human T-cell leukemia virus 1 infection
Q8K2H6	mmu04120	Ubiquitin mediated proteolysis
Q8K2H6	mmu04110	Cell cycle
Q8K2H6	mmu04914	Progesterone-mediated oocyte maturation
Q8K2I1	mmu00900	Terpenoid backbone biosynthesis
Q8K2I3	mmu00982	Drug metabolism - cytochrome P450
Q8K2I3	mmu01100	Metabolic pathways
Q8K2I3	mmu00430	Taurine and hypotaurine metabolism
Q8K2I4	mmu04142	Lysosome
Q8K2I4	mmu00511	Other glycan degradation
Q8K2J0	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q8K2J0	mmu01100	Metabolic pathways
Q8K2J0	mmu04070	Phosphatidylinositol signaling system
Q8K2J0	mmu00562	Inositol phosphate metabolism
Q8K2J0	mmu04919	Thyroid hormone signaling pathway
Q8K2J0	mmu04020	Calcium signaling pathway
Q8K2J7	mmu04060	Cytokine-cytokine receptor interaction
Q8K2P7	mmu04727	GABAergic synapse
Q8K2P7	mmu04724	Glutamatergic synapse
Q8K2Q2	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8K2Q2	mmu01100	Metabolic pathways
Q8K2Q2	mmu00480	Glutathione metabolism
Q8K2Q2	mmu05204	Chemical carcinogenesis - DNA adducts
Q8K2Q2	mmu05225	Hepatocellular carcinoma
Q8K2Q2	mmu01524	Platinum drug resistance
Q8K2Q2	mmu00980	Metabolism of xenobiotics by cytochrome P450
Q8K2Q2	mmu05200	Pathways in cancer
Q8K2Q2	mmu05207	Chemical carcinogenesis - receptor activation
Q8K2Q2	mmu00982	Drug metabolism - cytochrome P450
Q8K2Q2	mmu00983	Drug metabolism - other enzymes
Q8K2Q2	mmu05418	Fluid shear stress and atherosclerosis
Q8K2V6	mmu03013	Nucleocytoplasmic transport
Q8K2X8	mmu03420	Nucleotide excision repair
Q8K2X8	mmu03022	Basal transcription factors
Q8K2Y9	mmu04520	Adherens junction
Q8K2Z8	mmu04120	Ubiquitin mediated proteolysis
Q8K310	mmu05014	Amyotrophic lateral sclerosis
Q8K330	mmu04810	Regulation of actin cytoskeleton
Q8K330	mmu04360	Axon guidance
Q8K337	mmu00562	Inositol phosphate metabolism
Q8K337	mmu01100	Metabolic pathways
Q8K337	mmu04070	Phosphatidylinositol signaling system
Q8K348	mmu04350	TGF-beta signaling pathway
Q8K348	mmu04060	Cytokine-cytokine receptor interaction
Q8K348	mmu04550	Signaling pathways regulating pluripotency of stem cells
Q8K354	mmu00590	Arachidonic acid metabolism
Q8K354	mmu01100	Metabolic pathways
Q8K354	mmu00980	Metabolism of xenobiotics by cytochrome P450
Q8K368	mmu03460	Fanconi anemia pathway
Q8K371	mmu04530	Tight junction
Q8K387	mmu03083	Polycomb repressive complex
Q8K3F6	mmu04725	Cholinergic synapse
Q8K3F7	mmu00260	Glycine, serine and threonine metabolism
Q8K3F7	mmu01100	Metabolic pathways
Q8K3H0	mmu04211	Longevity regulating pathway
Q8K3H0	mmu05210	Colorectal cancer
Q8K3H0	mmu04920	Adipocytokine signaling pathway
Q8K3H0	mmu05200	Pathways in cancer
Q8K3I6	mmu04659	Th17 cell differentiation
Q8K3I6	mmu04060	Cytokine-cytokine receptor interaction
Q8K3I6	mmu04630	JAK-STAT signaling pathway
Q8K3J1	mmu05415	Diabetic cardiomyopathy
Q8K3J1	mmu05020	Prion disease
Q8K3J1	mmu04714	Thermogenesis
Q8K3J1	mmu00190	Oxidative phosphorylation
Q8K3J1	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q8K3J1	mmu01100	Metabolic pathways
Q8K3J1	mmu05022	Pathways of neurodegeneration - multiple diseases
Q8K3J1	mmu04932	Non-alcoholic fatty liver disease
Q8K3J1	mmu05016	Huntington disease
Q8K3J1	mmu05010	Alzheimer disease
Q8K3J1	mmu04723	Retrograde endocannabinoid signaling
Q8K3J1	mmu05014	Amyotrophic lateral sclerosis
Q8K3J1	mmu05012	Parkinson disease
Q8K3K7	mmu04975	Fat digestion and absorption
Q8K3K7	mmu04072	Phospholipase D signaling pathway
Q8K3K7	mmu00561	Glycerolipid metabolism
Q8K3K7	mmu00564	Glycerophospholipid metabolism
Q8K3K7	mmu01100	Metabolic pathways
Q8K3K8	mmu05022	Pathways of neurodegeneration - multiple diseases
Q8K3K8	mmu05014	Amyotrophic lateral sclerosis
Q8K3K8	mmu04137	Mitophagy - animal
Q8K3K8	mmu04140	Autophagy - animal
Q8K3P1	mmu04742	Taste transduction
Q8K3P1	mmu04080	Neuroactive ligand-receptor interaction
Q8K3P1	mmu04020	Calcium signaling pathway
Q8K3P5	mmu03018	RNA degradation
Q8K3R3	mmu01100	Metabolic pathways
Q8K3R3	mmu04070	Phosphatidylinositol signaling system
Q8K3R3	mmu04919	Thyroid hormone signaling pathway
Q8K3R3	mmu04020	Calcium signaling pathway
Q8K3R3	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q8K3R3	mmu00562	Inositol phosphate metabolism
Q8K3W0	mmu03440	Homologous recombination
Q8K3W3	mmu03013	Nucleocytoplasmic transport
Q8K3W3	mmu03015	mRNA surveillance pathway
Q8K3Z9	mmu03013	Nucleocytoplasmic transport
Q8K3Z9	mmu05014	Amyotrophic lateral sclerosis
Q8K409	mmu03410	Base excision repair
Q8K409	mmu05203	Viral carcinogenesis
Q8K409	mmu05166	Human T-cell leukemia virus 1 infection
Q8K424	mmu04750	Inflammatory mediator regulation of TRP channels
Q8K440	mmu02010	ABC transporters
Q8K441	mmu02010	ABC transporters
Q8K442	mmu02010	ABC transporters
Q8K448	mmu02010	ABC transporters
Q8K449	mmu02010	ABC transporters
Q8K4B2	mmu04722	Neurotrophin signaling pathway
Q8K4B4	mmu04060	Cytokine-cytokine receptor interaction
Q8K4B4	mmu04630	JAK-STAT signaling pathway
Q8K4B4	mmu04659	Th17 cell differentiation
Q8K4B4	mmu05321	Inflammatory bowel disease
Q8K4B4	mmu05200	Pathways in cancer
Q8K4C2	mmu04936	Alcoholic liver disease
Q8K4C2	mmu04060	Cytokine-cytokine receptor interaction
Q8K4C2	mmu04657	IL-17 signaling pathway
Q8K4C5	mmu04657	IL-17 signaling pathway
Q8K4C5	mmu04060	Cytokine-cytokine receptor interaction
Q8K4D3	mmu04974	Protein digestion and absorption
Q8K4D7	mmu04919	Thyroid hormone signaling pathway
Q8K4D7	mmu04070	Phosphatidylinositol signaling system
Q8K4D7	mmu00562	Inositol phosphate metabolism
Q8K4D7	mmu01100	Metabolic pathways
Q8K4D7	mmu04114	Oocyte meiosis
Q8K4D7	mmu04020	Calcium signaling pathway
Q8K4F0	mmu04514	Cell adhesion molecules
Q8K4G2	mmu04974	Protein digestion and absorption
Q8K4G5	mmu04360	Axon guidance
Q8K4H1	mmu01100	Metabolic pathways
Q8K4H1	mmu00380	Tryptophan metabolism
Q8K4H1	mmu00630	Glyoxylate and dicarboxylate metabolism
Q8K4H1	mmu01240	Biosynthesis of cofactors
Q8K4I3	mmu05212	Pancreatic cancer
Q8K4I3	mmu04810	Regulation of actin cytoskeleton
Q8K4J0	mmu05340	Primary immunodeficiency
Q8K4J0	mmu03450	Non-homologous end-joining
Q8K4K2	mmu04931	Insulin resistance
Q8K4K6	mmu00770	Pantothenate and CoA biosynthesis
Q8K4K6	mmu01100	Metabolic pathways
Q8K4K6	mmu01240	Biosynthesis of cofactors
Q8K4L6	mmu04512	ECM-receptor interaction
Q8K4P0	mmu03015	mRNA surveillance pathway
Q8K4P1	mmu04080	Neuroactive ligand-receptor interaction
Q8K4Q6	mmu03410	Base excision repair
Q8K4Q7	mmu01100	Metabolic pathways
Q8K4Q7	mmu00600	Sphingolipid metabolism
Q8K4Q8	mmu04145	Phagosome
Q8K4S1	mmu04015	Rap1 signaling pathway
Q8K4S1	mmu00562	Inositol phosphate metabolism
Q8K4S1	mmu04024	cAMP signaling pathway
Q8K4S1	mmu04933	AGE-RAGE signaling pathway in diabetic complications
Q8K4S1	mmu04014	Ras signaling pathway
Q8K4S1	mmu04919	Thyroid hormone signaling pathway
Q8K4S1	mmu04020	Calcium signaling pathway
Q8K4S1	mmu04070	Phosphatidylinositol signaling system
Q8K4S1	mmu01100	Metabolic pathways
Q8K4S1	mmu05205	Proteoglycans in cancer
Q8K4T3	mmu04152	AMPK signaling pathway
Q8K4T3	mmu04150	mTOR signaling pathway
Q8K4X7	mmu04072	Phospholipase D signaling pathway
Q8K4X7	mmu00564	Glycerophospholipid metabolism
Q8K4X7	mmu01100	Metabolic pathways
Q8K4X7	mmu00561	Glycerolipid metabolism
Q8K4Z5	mmu03040	Spliceosome
Q8K4Z6	mmu04621	NOD-like receptor signaling pathway
Q8K592	mmu04350	TGF-beta signaling pathway
Q8K592	mmu04060	Cytokine-cytokine receptor interaction
Q8K595	mmu04020	Calcium signaling pathway
Q8K596	mmu04974	Protein digestion and absorption
Q8K596	mmu04020	Calcium signaling pathway
Q8K596	mmu04022	cGMP-PKG signaling pathway
Q8K596	mmu05410	Hypertrophic cardiomyopathy
Q8K596	mmu05414	Dilated cardiomyopathy
Q8K596	mmu04371	Apelin signaling pathway
Q8K596	mmu04740	Olfactory transduction
Q8K596	mmu04961	Endocrine and other factor-regulated calcium reabsorption
Q8K596	mmu04261	Adrenergic signaling in cardiomyocytes
Q8K596	mmu05412	Arrhythmogenic right ventricular cardiomyopathy
Q8K596	mmu04260	Cardiac muscle contraction
Q8K596	mmu04978	Mineral absorption
Q8K5B1	mmu04630	JAK-STAT signaling pathway
Q8K5B1	mmu04060	Cytokine-cytokine receptor interaction
Q8N7N6	mmu04218	Cellular senescence
Q8N7N6	mmu04657	IL-17 signaling pathway
Q8QZR0	mmu04141	Protein processing in endoplasmic reticulum
Q8QZR1	mmu01100	Metabolic pathways
Q8QZR1	mmu00130	Ubiquinone and other terpenoid-quinone biosynthesis
